gene_short_name,A_1,A_2,A_3,B_1,B_2,B_3,C_1,C_2,C_3,D_1,D_2,D_3
CK2A1,63.6641,58.6937,63.604,56.26655,54.22265,55.0348,52.567775,51.987125,50.7502,48.869,49.7516,46.4656
SSR4,223.108,198.416,224.962,219.376,211.445,219.751,217.51,217.9595,217.1455,215.644,224.474,214.54
PON2,11.0827,10.5456,11.9738,10.18634,9.902475,10.87989,9.73816,9.5809125,10.332935,9.28998,9.25935,9.78598
CTHRC1(1of2),21.1906,17.2165,20.2969,18.4586,18.5757,21.0337,17.0926,19.2553,21.4021,15.7266,19.9349,21.7705
GALNT6(2of2),1.04257,1.05755,0.973584,1.194055,1.093055,1.195437,1.2697975,1.1108075,1.3063635,1.34554,1.12856,1.41729
TUBGCP3,8.8153,9.27565,8.32846,7.349165,8.08742,7.847865,6.6160975,7.493305,7.6075675,5.88303,6.89919,7.36727
FGF14(4of4),3.90782,2.36483,4.9839,2.79391,1.831875,3.46808,2.236955,1.5653975,2.71017,1.68,1.29892,1.95226
FGF14(1of4),1.81943,2.29343,1.81394,2.134285,1.7889,1.419355,2.2917125,1.536635,1.2220625,2.44914,1.28437,1.02477
BEND5(2of2),2.03505,1.94509,1.44324,1.892525,1.96216,1.49983,1.8212625,1.970695,1.528125,1.75,1.97923,1.55642
SLC4A1B,1.66649,1.54312,1.77326,1.891685,1.84408,1.797495,2.0042825,1.99456,1.8096125,2.11688,2.14504,1.82173
FAM3A,11.7503,10.1932,10.5889,11.71855,11.12995,11.3992,11.702675,11.598325,11.80435,11.6868,12.0667,12.2095
PSMC5,73.7504,65.9225,82.1812,73.77875,74.07885,74.38095,73.792925,78.157025,70.480825,73.8071,82.2352,66.5807
SI:CH211-193C2.2,19.7653,23.3152,19.1046,18.57785,21.38175,19.17435,17.984125,20.415025,19.209225,17.3904,19.4483,19.2441
SH2B3(2of2),10.8222,13.2086,9.55936,11.2208,12.79745,9.562245,11.4201,12.591875,9.5636875,11.6194,12.3863,9.56513
HSD17B4(1of2),34.5825,31.6193,33.3893,29.7307,26.6906,31.2451,27.3048,24.22625,30.173,24.8789,21.7619,29.1009
ARHGAP4A,3.23161,3.96254,3.1133,3.753585,3.90218,3.37361,4.0145725,3.872,3.503765,4.27556,3.84182,3.63392
TMEM65(4of4),7.27929,7.94908,8.17108,7.122765,7.582265,7.40791,7.0445025,7.3988575,7.026325,6.96624,7.21545,6.64474
LRRC16A(2of2),21.7607,24.3498,22.6298,25.62085,28.0671,26.96035,27.550925,29.92575,29.125625,29.481,31.7844,31.2909
SI:DKEY-21O22.2(5of5),3.01967,1.75522,0.899223,3.32998,2.18817,1.9880365,3.485135,2.404645,2.53244325,3.64029,2.62112,3.07685
BRE(1of2),14.735,13.4147,16.5813,13.27565,12.20475,13.84655,12.545975,11.599775,12.479175,11.8163,10.9948,11.1118
RBKS,2.32556,1.8411,2.30244,2.022125,2.00766,2.78703,1.8704075,2.09094,3.029325,1.71869,2.17422,3.27162
ADCY6B,3.6848,4.88038,3.65778,4.123145,4.939125,4.233505,4.3423175,4.9684975,4.5213675,4.56149,4.99787,4.80923
ZNF438,3.42421,3.25823,3.59883,3.91857,3.41294,4.38522,4.16575,3.490295,4.778415,4.41293,3.56765,5.17161
FAM172A(3of3),11.6338,12.2182,12.3153,10.94885,11.37745,11.4342,10.606375,10.957075,10.99365,10.2639,10.5367,10.5531
MAP3K8(1of2),2.33903,3.22833,2.64356,5.11524,4.356415,3.399275,6.503345,4.9204575,3.7771325,7.89145,5.4845,4.15499
PRPS2(2of2),87.1683,102.764,79.0839,90.08675,96.06685,94.75995,91.545975,92.718275,102.597975,93.0052,89.3697,110.436
RAB9A,35.4175,41.3392,34.8506,29.69795,32.37465,28.5252,26.838175,27.892375,25.3625,23.9784,23.4101,22.1998
TCEANC,2.40866,2.45538,1.94639,1.96459,2.20509,1.78093,1.742555,2.079945,1.6982,1.52052,1.9548,1.61547
GEMIN8,10.5243,10.3148,11.0806,9.706465,10.89485,9.661185,9.2975475,11.184875,8.9514775,8.88863,11.4749,8.24177
GPM6BA,11.0409,12.8498,12.1925,11.7159,12.7725,12.17215,12.0534,12.73385,12.161975,12.3909,12.6952,12.1518
GATA6,49.4777,49.1783,47.5725,50.20385,56.1167,52.596,50.566925,59.5859,55.10775,50.93,63.0551,57.6195
NAA10,65.0316,64.9979,72.5083,67.62265,66.996,76.23075,68.918175,67.99505,78.091975,70.2137,68.9941,79.9532
MIB1(2of2),7.62609,6.26846,6.90929,8.121265,6.952535,8.07945,8.3688525,7.2945725,8.66453,8.61644,7.63661,9.24961
PARG(2of4),2.44966,2.96129,3.13587,4.085165,4.43961,4.73941,4.9029175,5.17877,5.54118,5.72067,5.91793,6.34295
RGR(1of3),0.980379,0.866788,1.15677,0.816841,0.8223315,1.0528125,0.735072,0.80010325,1.00083375,0.653303,0.777875,0.948855
SI:CH73-156O22.1,27.041,19.6837,19.6266,32.87165,16.0325,18.2148,35.786975,14.2069,17.5089,38.7023,12.3813,16.803
ACBD4,4.20805,5.07954,4.48422,3.785505,4.399675,4.464635,3.5742325,4.0597425,4.4548425,3.36296,3.71981,4.44505
ZGC:158263,2.33245,2.04283,2.46743,2.461455,2.75412,3.056745,2.5259575,3.109765,3.3514025,2.59046,3.46541,3.64606
DBF4(2of2),2.79998,2.87782,3.88176,2.80157,2.77585,3.14512,2.802365,2.724865,2.7768,2.80316,2.67388,2.40848
FAM171A1,23.8722,26.3585,26.97,25.80555,26.46715,27.62215,26.772225,26.521475,27.948225,27.7389,26.5758,28.2743
CROT(2of2),10.2554,10.4709,7.76788,12.8079,11.05495,13.31919,14.08415,11.346975,16.094845,15.3604,11.639,18.8705
RPP38,3.26777,3.56633,3.62192,3.23326,3.673525,3.111415,3.216005,3.7271225,2.8561625,3.19875,3.78072,2.60091
CLDN12,22.5781,21.7598,22.865,23.8651,22.88895,24.951,24.5086,23.453525,25.994,25.1521,24.0181,27.037
SLC25A40,15.951,16.4855,14.5833,13.45285,13.60535,13.8512,12.203775,12.165275,13.48515,10.9547,10.7252,13.1191
IDH3G,155.861,149.527,152.892,142.5355,137.9735,148.6625,135.87275,132.19675,146.54775,129.21,126.42,144.433
RAB3B,3.78676,1.35083,4.65464,2.47453,1.917815,3.39803,1.818415,2.2013075,2.769725,1.1623,2.4848,2.14142
CRYGB(4of10),0.244051,0.1592,0,1.5876955,0.434267,0.50449,2.25951775,0.5718005,0.756735,2.93134,0.709334,1.00898
VAMP2(1of3),22.9471,22.9937,26.5288,25.89735,26.95705,29.5901,27.372475,28.938725,31.12075,28.8476,30.9204,32.6514
SMEK2(2of2),6.27988,6.23042,5.9301,6.226145,6.636575,6.299995,6.1992775,6.8396525,6.4849425,6.17241,7.04273,6.66989
CCDC104(1of2),1.9003,1.50429,2.26261,1.939425,1.67844,1.88126,1.9589875,1.765515,1.690585,1.97855,1.85259,1.49991
AVPR2AA,18.9176,16.0106,16.136,16.00725,12.26334,15.16165,14.552075,10.38971,14.674475,13.0969,8.51608,14.1873
PLEKHA1(2of3),23.7766,25.4585,22.5426,22.5844,23.43945,21.2909,21.9883,22.429925,20.66505,21.3922,21.4204,20.0392
SAGA,0.50813,1.18249,0.684825,1.014135,1.228775,0.836973,1.2671375,1.2519175,0.913047,1.52014,1.27506,0.989121
GCC2(2of3),5.73635,5.85679,5.67452,6.452325,7.62062,7.38947,6.8103125,8.502535,8.246945,7.1683,9.38445,9.10442
GCC2(3of3),8.14992,7.47587,6.98932,8.079515,8.218595,7.67652,8.0443125,8.5899575,8.02012,8.00911,8.96132,8.36372
TMEM223,9.25914,11.5531,10.0229,8.62577,8.686535,8.30656,8.309085,7.2532525,7.44839,7.9924,5.81997,6.59022
LNPA(2of2),15.0962,13.3352,12.3947,14.34025,15.65785,14.0964,13.962275,16.819175,14.94725,13.5843,17.9805,15.7981
ZNF235(54of128),1.15249,1.23047,1.41479,1.34367,1.368105,1.774315,1.43926,1.4369225,1.9540775,1.53485,1.50574,2.13384
DCP1A,5.09003,4.53387,5.01382,4.980595,4.70891,4.73965,4.9258775,4.79643,4.602565,4.87116,4.88395,4.46548
CHDH(2of2),2.65183,2.4734,2.48625,3.111955,3.2297,2.77129,3.3420175,3.60785,2.91381,3.57208,3.986,3.05633
NCOA2(2of2),11.8348,13.7861,11.739,11.89625,10.64631,10.9173,11.926975,9.076415,10.50645,11.9577,7.50652,10.0956
ZNF436(2of4),4.79256,4.78666,4.24768,4.414465,4.189075,4.62585,4.2254175,3.8902825,4.814935,4.03637,3.59149,5.00402
PFKP,134.623,143.774,130.852,133.78,137.9025,136.8445,133.3585,134.96675,139.84075,132.937,132.031,142.837
PITRM1,9.21817,9.80363,8.69172,8.037635,8.385865,8.057775,7.4473675,7.6769825,7.7408025,6.8571,6.9681,7.42383
ABHD11,9.70367,10.4342,9.7573,10.421485,10.29985,10.42015,10.7803925,10.232675,10.751575,11.1393,10.1655,11.083
MIF,142.064,135.227,169.533,135.302,134.3695,149.9445,131.921,133.94075,140.15025,128.54,133.512,130.356
LIMK1B,12.7492,10.1942,10.3372,10.35338,10.24965,8.833515,9.15547,10.277375,8.0816725,7.95756,10.3051,7.32983
EEPD1(2of2),71.4714,66.2517,86.3942,69.5348,64.37035,80.1785,68.5665,63.429675,77.07065,67.5982,62.489,73.9628
SEPT7(4of4),11.1312,11.9219,11.7409,9.956475,10.385665,10.94135,9.3691125,9.6175475,10.541575,8.78175,8.84943,10.1418
MNT(2of2),4.78954,7.48471,6.39043,5.31805,6.021715,7.61871,5.582305,5.2902175,8.23285,5.84656,4.55872,8.84699
ZNF235(98of128),0.872517,1.267,1.36346,0.9411335,1.118658,1.221085,0.97544175,1.044487,1.1498975,1.00975,0.970316,1.07871
PAFAH1B1(2of2),38.5648,35.671,37.3375,35.5585,34.87505,34.13335,34.05535,34.477075,32.531275,32.5522,34.0791,30.9292
CCT6A,43.0977,42.5807,43.2881,38.5607,39.54435,39.24715,36.2922,38.026175,37.226675,34.0237,36.508,35.2062
PHC2B(1of2),4.23133,4.63183,4.92583,4.4608,4.552965,4.79063,4.575535,4.5135325,4.72303,4.69027,4.4741,4.65543
ANKS1AB,10.6541,10.917,6.17466,9.84644,11.3082,8.90843,9.44261,11.5038,10.275315,9.03878,11.6994,11.6422
ATP1A1(1of2),57.9918,64.9701,49.5521,60.18375,63.71255,52.02405,61.279725,63.083775,53.260025,62.3757,62.455,54.496
RFX1,1.65455,1.77857,1.785,1.95789,1.732195,1.854655,2.10956,1.7090075,1.8894825,2.26123,1.68582,1.92431
ATF6,32.1487,27.0989,20.7192,26.7388,22.2111,16.66385,24.03385,19.7672,14.636175,21.3289,17.3233,12.6085
OLFML2BA,8.20898,7.41355,7.86117,6.97577,6.554945,6.554465,6.359165,6.1256425,5.9011125,5.74256,5.69634,5.24776
RXRG,21.0473,24.9046,24.1289,21.74805,21.2354,21.9798,22.098425,19.4008,20.90525,22.4488,17.5662,19.8307
S1PR3(2of2),9.04182,8.62239,7.38122,7.07754,7.758965,6.950185,6.0954,7.3272525,6.7346675,5.11326,6.89554,6.51915
ADD1,34.0447,32.1222,31.1285,30.5041,29.1497,29.67675,28.7338,27.66345,28.950875,26.9635,26.1772,28.225
SEMA4D(1of3),24.6816,23.8999,21.7985,21.76025,21.2158,21.06865,20.299575,19.87375,20.703725,18.8389,18.5317,20.3388
CRB2B(7of8),1.931,1.91738,0.965636,1.302205,1.292338,1.117843,0.9878075,0.979817,1.1939465,0.67341,0.667296,1.27005
UBE2W,10.8881,11.2964,10.5737,12.0471,12.19535,12.8026,12.6266,12.644825,13.91705,13.2061,13.0943,15.0315
TCEB1,108.86,104.156,127.691,111.311,116.6105,122.3355,112.5365,122.83775,119.65775,113.762,129.065,116.98
STAU2(2of4),95.4588,97.5816,72.0786,89.9263,83.4915,75.93515,87.16005,76.44645,77.863425,84.3938,69.4014,79.7917
JPH1(1of2),28.5723,26.3737,29.6909,27.6723,21.4623,23.9003,27.2223,19.0066,21.005,26.7723,16.5509,18.1097
PIGM,36.5475,28.2036,35.6854,35.324,35.32145,33.79675,34.71225,38.880375,32.852425,34.1005,42.4393,31.9081
SERPINB9,3.10434,3.58897,3.74638,4.279895,4.28992,3.48936,4.8676725,4.640395,3.36085,5.45545,4.99087,3.23234
HSP90AA1.1,118.317,107.304,119.499,72.7092,70.05185,80.95555,49.9053,51.425775,61.683825,27.1014,32.7997,42.4121
WDR20(2of3),3.87277,4.00378,4.34063,4.195725,4.002525,4.59321,4.3572025,4.0018975,4.7195,4.51868,4.00127,4.84579
ZGC:162698,32.1508,33.8507,27.7361,32.3189,32.40645,27.84745,32.40295,31.684325,27.903125,32.487,30.9622,27.9588
ABCA1(3of5),1.78844,2.59764,2.33521,3.541145,2.429575,2.975325,4.4174975,2.3455425,3.2953825,5.29385,2.26151,3.61544
TBC1D2,2.45621,2.13037,2.2074,1.78365,1.651465,1.78655,1.44737,1.4120125,1.576125,1.11109,1.17256,1.3657
WDR12,6.14262,5.99047,5.59756,6.38828,5.983075,5.983085,6.51111,5.9793775,6.1758475,6.63394,5.97568,6.36861
NOP58,47.8479,46.8131,44.112,37.456,38.38065,36.67875,32.26005,34.164425,32.962125,27.0641,29.9482,29.2455
DOCK9B,1.38878,1.18042,1.22207,1.270995,0.9945105,1.14872,1.2121025,0.90155575,1.112045,1.15321,0.808601,1.07537
BMPR2,24.269,25.2077,20.9647,24.3283,25.64625,22.4921,24.35795,25.865525,23.2558,24.3876,26.0848,24.0195
NUFIP1,1.68435,2.15797,1.75338,1.385375,1.92634,1.64615,1.2358875,1.810525,1.592535,1.0864,1.69471,1.53892
ZNF436(1of4),2.34161,2.01829,1.67565,2.291465,2.524755,2.32365,2.2663925,2.7779875,2.64765,2.24132,3.03122,2.97165
ZGC:110329(2of2),4.93179,4.40286,5.16206,4.472305,4.733815,4.368735,4.2425625,4.8992925,3.9720725,4.01282,5.06477,3.57541
EWSR1B,64.5858,60.5394,60.9971,54.6487,53.5495,54.22,49.68015,50.05455,50.83145,44.7116,46.5596,47.4429
RHBDD3,1.5527,1.2372,1.35272,1.65932,1.845065,1.736015,1.71263,2.1489975,1.9276625,1.76594,2.45293,2.11931
CITED1,8.99466,11.4229,16.4076,11.68918,12.4469,14.21015,13.03644,12.9589,13.111425,14.3837,13.4709,12.0127
S1PR1(2of2),2.04358,1.62277,2.33866,2.883255,4.363665,4.026835,3.3030925,5.7341125,4.8709225,3.72293,7.10456,5.71501
KEAP1B(2of2),11.385,12.7139,11.5367,12.44805,11.57325,11.16105,12.979575,11.002925,10.973225,13.5111,10.4326,10.7854
TMTC1,6.22706,6.84778,6.3233,5.75693,6.035005,6.040465,5.521865,5.6286175,5.8990475,5.2868,5.22223,5.75763
LDHB,1536.36,1589.68,1490.01,1567.725,1507.255,1534.66,1583.4075,1466.0425,1556.985,1599.09,1424.83,1579.31
RECQL(1of2),1.94385,2.35151,3.04727,1.919115,2.224845,2.670015,1.9067475,2.1615125,2.4813875,1.89438,2.09818,2.29276
GOLT1B(1of2),8.45036,7.48777,8.45936,7.32025,7.17507,6.85492,6.755195,7.01872,6.0527,6.19014,6.86237,5.25048
MRPS33,87.3904,72.5586,87.7612,76.62475,68.85295,75.44095,71.241925,67.000125,69.280825,65.8591,65.1473,63.1207
LARGE,3.03394,3.17682,2.61797,2.562985,2.55261,2.29024,2.3275075,2.240505,2.126375,2.09203,1.9284,1.96251
BRAF(1of2),1.70391,2.37198,1.59547,1.9121,2.245605,1.956535,2.016195,2.1824175,2.1370675,2.12029,2.11923,2.3176
THNSL1,1.95657,1.60424,1.79368,2.14536,1.73808,2.4232,2.239755,1.805,2.73796,2.33415,1.87192,3.05272
TTC40(2of5),2.85871,3.00386,1.97014,1.944165,2.83993,1.973115,1.4868925,2.757965,1.9746025,1.02962,2.676,1.97609
API5,22.1085,21.7476,22.819,20.4132,20.60335,19.76115,19.56555,20.031225,18.232225,18.7179,19.4591,16.7033
AANAT(1of3),0.364891,0,0.424865,0.8269355,0.3472535,0.8377325,1.05795775,0.52088025,1.04416625,1.28898,0.694507,1.2506
TDG(1of2),2.22337,2.45974,2.50981,2.343575,2.731235,2.70401,2.4036775,2.8669825,2.80111,2.46378,3.00273,2.89821
NFURG07048050301,8.24406,10.4238,8.91629,10.74398,12.11485,7.73954,11.99394,12.960375,7.151165,13.2439,13.8059,6.56279
BTBD6,5.14024,5.29401,5.41983,3.866935,4.73551,4.7059,3.2302825,4.45626,4.348935,2.59363,4.17701,3.99197
BRF1(3of3),3.00392,2.5774,2.59694,1.84132,1.7456935,1.547046,1.26002,1.32984025,1.022099,0.67872,0.913987,0.497152
BRF1(1of3),3.05809,3.311,2.34955,2.0267135,2.036599,1.974335,1.51102525,1.3993985,1.7867275,0.995337,0.762198,1.59912
TAF10(2of2),3.54963,3.07316,3.38223,3.278055,3.438745,3.54361,3.1422675,3.6215375,3.6243,3.00648,3.80433,3.70499
2310039H08RIK,4.94763,4.91294,4.99546,4.716465,5.2486,5.13312,4.6008825,5.41643,5.20195,4.4853,5.58426,5.27078
ACSL1,66.637,67.5988,57.504,75.06795,69.23795,70.7569,79.283425,70.057525,77.38335,83.4989,70.8771,84.0098
ERN1(2of2),5.15707,6.4495,5.15214,5.53545,6.46128,5.134635,5.72464,6.46717,5.1258825,5.91383,6.47306,5.11713
TMEM47(2of3),7.75065,9.22597,6.91808,5.89298,8.899815,5.656705,4.964145,8.7367375,5.0260175,4.03531,8.57366,4.39533
PAK3,11.4663,11.1012,10.1993,10.626935,8.441785,8.02424,10.2072525,7.1120775,6.93671,9.78757,5.78237,5.84918
PIEZO1(1of3),6.73574,5.15902,4.64505,7.630205,7.326755,5.20535,8.0774375,8.4106225,5.4855,8.52467,9.49449,5.76565
PRIMPOL(1of2),1.59853,1.68367,2.57947,1.75476,1.499535,2.07587,1.832875,1.4074675,1.82407,1.91099,1.3154,1.57227
MTAP(2of2),10.8903,10.6177,13.0467,12.2515,12.88175,13.44155,12.9321,14.013775,13.638975,13.6127,15.1458,13.8364
FGF10B,4.14172,3.47358,4.08638,3.270645,4.311655,4.20143,2.8351075,4.7306925,4.258955,2.39957,5.14973,4.31648
PAIP1,15.7061,15.8946,15.9102,14.94055,16.78985,15.0981,14.557775,17.237475,14.69205,14.175,17.6851,14.286
MRPL40,36.241,33.6801,37.9606,37.0909,34.3737,38.39025,37.51585,34.7205,38.605075,37.9408,35.0673,38.8199
POLB,39.3377,30.4034,49.1773,35.84835,29.57325,37.63175,34.103675,29.158175,31.858975,32.359,28.7431,26.0862
DHX37,28.4083,27.9366,28.1033,31.17045,29.6177,32.25945,32.551525,30.45825,34.337525,33.9326,31.2988,36.4156
RPL6,2405.05,2272.56,2285.67,2548.845,2417.98,2561.47,2620.7425,2490.69,2699.37,2692.64,2563.4,2837.27
VWA8(2of3),1.4274,1.53771,1.827,2.00478,1.769075,2.17568,2.29347,1.8847575,2.35002,2.58216,2.00044,2.52436
PSMC1(1of2),14.5608,9.62229,11.2556,13.01225,10.161295,10.204,12.237975,10.4307975,9.6782,11.4637,10.7003,9.1524
PINX1(2of2),18.4133,18.9733,16.5313,17.6161,16.6619,15.4317,17.2175,15.5062,14.8819,16.8189,14.3505,14.3321
H3F3A(3of4),29.3996,29.1549,33.9963,36.83375,35.6234,36.2041,40.550825,38.85765,37.308,44.2679,42.0919,38.4119
PDE4DIP(3of3),2.7526,2.49532,2.61077,4.57163,4.843295,6.535785,5.481145,6.0172825,8.4982925,6.39066,7.19127,10.4608
MAST2(3of3),1.07057,1.09584,0.844546,1.209175,1.0174335,0.934528,1.2784775,0.97823025,0.979519,1.34778,0.939027,1.02451
SPAG7,42.2888,36.3731,42.8244,39.43805,39.483,40.6238,38.012675,41.03795,39.5235,36.5873,42.5929,38.4232
ANGPTL2,20.9573,26.9904,18.7612,24.3791,29.2939,26.61235,26.09,30.44565,30.537925,27.8009,31.5974,34.4635
TRMT61B,6.79935,7.49907,8.13338,6.78059,7.93399,8.26729,6.77121,8.15145,8.334245,6.76183,8.36891,8.4012
PTPRB(6of6),41.2466,39.6402,29.3929,36.14645,33.71155,30.2332,33.596375,30.747225,30.65335,31.0463,27.7829,31.0735
TSPAN8(3of4),338.467,303.764,309.984,345.58,338.8435,309.773,349.1365,356.38325,309.6675,352.693,373.923,309.562
MEPCE(2of2),6.572,5.98465,5.87389,6.604195,6.275065,6.21512,6.6202925,6.4202725,6.385735,6.63639,6.56548,6.55635
PTPRR,0.965037,1.20918,0.643405,1.2621685,1.202975,1.1396575,1.41073425,1.1998725,1.38778375,1.5593,1.19677,1.63591
SMC6(3of3),7.9366,10.6212,10.838,10.7958,14.73885,9.86867,12.2254,16.797675,9.384005,13.655,18.8565,8.89934
PPP3CA(4of5),9.41114,10.4593,10.2536,8.07096,7.97856,8.24773,7.40087,6.73819,7.244795,6.73078,5.49782,6.24186
DCX,3.38679,4.6568,6.96497,2.59798,3.95832,5.62183,2.203575,3.60908,4.95026,1.80917,3.25984,4.27869
EPB41(1of3),0.580681,0.333429,0.357927,0.7319915,0.6850495,0.8353085,0.80764675,0.86085975,1.07399925,0.883302,1.03667,1.31269
NCALDB,8.81709,9.14694,8.64348,8.188755,9.22805,8.58401,7.8745875,9.268605,8.554275,7.56042,9.30916,8.52454
RNF19A(3of3),8.45093,9.33654,9.60399,9.324365,8.904145,9.6815,9.7610825,8.6879475,9.720255,10.1978,8.47175,9.75901
LRP8(1of6),2.28133,2.3335,1.52116,1.771315,1.682805,0.966289,1.5163075,1.3574575,0.6888535,1.2613,1.03211,0.411418
RPL30,410.896,372.949,389.656,417.5175,395.0175,422.023,420.82825,406.05175,438.2065,424.139,417.086,454.39
STK3,16.773,15.7018,16.2181,15.22205,15.6636,14.33515,14.446575,15.6445,13.393675,13.6711,15.6254,12.4522
ZGC:136493,2.08467,2.39233,2.69706,2.975045,3.47763,3.22713,3.4202325,4.02028,3.492165,3.86542,4.56293,3.7572
HRSP12(3of3),25.2331,24.542,26.0837,24.1487,22.33695,25.1108,23.6065,21.234425,24.62435,23.0643,20.1319,24.1379
PTPN2B,7.40245,6.10284,6.17213,6.940325,6.2016,6.14804,6.7092625,6.25098,6.135995,6.4782,6.30036,6.12395
RNF217,1.49983,1.6619,1.06815,2.0271,2.05582,1.24556,2.290735,2.25278,1.334265,2.55437,2.44974,1.42297
TPD52L1(2of2),6.27204,8.89427,8.9922,9.49062,9.597985,10.1882,11.09991,9.9498425,10.7862,12.7092,10.3017,11.3842
FLNCA,320.976,274.164,359.406,305.21,269.7465,355.9875,297.327,267.53775,354.27825,289.444,265.329,352.569
EPC1(3of4),2.79823,10.266,6.65469,2.87756,10.174,8.627645,2.917225,10.128,9.6141225,2.95689,10.082,10.6006
NRP1(3of4),3.38008,4.56147,5.70331,5.19989,5.10141,5.65679,6.109795,5.37138,5.63353,7.0197,5.64135,5.61027
ITGB1(2of2),104.204,97.5723,108.62,102.1205,103.08115,105.324,101.07875,105.835575,103.676,100.037,108.59,102.028
PDHX(1of2),30.6363,24.2333,29.7032,28.1435,22.96885,29.0995,26.8971,22.336625,28.79765,25.6507,21.7044,28.4958
MED13L(3of3),2.80023,3.45663,2.35198,4.640575,3.35185,2.49344,5.5607475,3.29946,2.56417,6.48092,3.24707,2.6349
HLTF,3.62204,3.84382,4.13,3.95512,3.67664,4.11512,4.12166,3.59305,4.10768,4.2882,3.50946,4.10024
GYG1A,40.2391,38.7652,40.3406,38.17185,36.8252,38.4287,37.138225,35.8552,37.47275,36.1046,34.8852,36.5168
PAK2(2of2),3.034,2.43252,2.45739,3.79972,2.895035,2.15097,4.18258,3.1262925,1.99776,4.56544,3.35755,1.84455
CDAN1,28.1999,26.475,22.8209,26.37405,24.97345,25.56045,25.461125,24.222675,26.930225,24.5482,23.4719,28.3
ZGC:56072,50.8421,46.4432,53.8316,54.1453,55.1506,60.62975,55.7969,59.5043,64.028825,57.4485,63.858,67.4279
CCDC136(2of2),4.645,4.98603,4.10524,6.948265,5.979365,6.689375,8.0998975,6.4760325,7.9814425,9.25153,6.9727,9.27351
MZF1(3of10),1.34064,0.920579,0.686553,1.54721,1.1372995,0.583787,1.650495,1.24565975,0.532404,1.75378,1.35402,0.481021
MZF1(3of10),0.614477,1.16809,0.569304,0.64787,1.374225,0.678217,0.6645665,1.4772925,0.7326735,0.681263,1.58036,0.78713
MZF1(3of10),0.558676,1.49048,0.621992,1.078268,1.347185,1.040491,1.338064,1.2755375,1.2497405,1.59786,1.20389,1.45899
CACNA1G(8of14),12.9797,15.0727,12.0219,14.6758,14.12695,15.2249,15.52385,13.654075,16.8264,16.3719,13.1812,18.4279
UTS2R(1of2),8.58253,13.7325,9.70217,11.214865,12.69605,10.044685,12.5310325,12.177825,10.2159425,13.8472,11.6596,10.3872
MOV10(2of2),33.5638,48.3241,35.8425,29.8136,38.48225,34.70365,27.9385,33.561325,34.134225,26.0634,28.6404,33.5648
RHOAD,288.262,243.344,329.544,275.286,280.372,301.807,268.798,298.886,287.9385,262.31,317.4,274.07
KLHL29(3of3),9.02744,12.4114,9.91956,7.537505,8.11107,8.61713,6.7925375,5.960905,7.965915,6.04757,3.81074,7.3147
PRDX6(1of2),48.9981,48.3724,52.6301,52.00375,51.405,50.8837,53.506575,52.9213,50.0105,55.0094,54.4376,49.1373
PPAPDC2(1of2),3.70456,3.91687,3.4425,3.69517,3.948435,3.17357,3.690475,3.9642175,3.039105,3.68578,3.98,2.90464
IPO13(1of2),10.6161,9.92528,10.2915,8.928675,8.59696,8.287445,8.0849625,7.9328,7.2854175,7.24125,7.26864,6.28339
CACNA2D1A,10.0345,10.2841,11.0049,11.8376,12.5668,12.50645,12.73915,13.70815,13.257225,13.6407,14.8495,14.008
CSDE1(2of2),233.472,238.62,206.203,233.3345,228.482,228.034,233.26575,223.413,238.9495,233.197,218.344,249.865
SEPT9(1of4),35.0658,33.18,29.8551,31.1482,29.669,28.23935,29.1894,27.9135,27.431475,27.2306,26.158,26.6236
SIKE1,6.90222,6.2391,6.72594,7.36767,6.962885,7.45316,7.600395,7.3247775,7.81677,7.83312,7.68667,8.18038
RASSF8(1of3),6.6608,6.49623,7.62287,6.764495,7.034785,8.974585,6.8163425,7.3040625,9.6504425,6.86819,7.57334,10.3263
NUDT4A,1.06002,0.946938,1.49868,1.64389,1.295734,1.93009,1.935825,1.470132,2.145795,2.22776,1.64453,2.3615
PWP1,21.6167,20.9809,23.0189,18.5145,19.63075,20.9408,16.9634,18.955675,19.90175,15.4123,18.2806,18.8627
UBE2NA,37.3101,33.4485,42.3799,37.3448,37.71545,39.38995,37.36215,39.848925,37.894975,37.3795,41.9824,36.4
FCHO2,9.61974,9.71387,9.69739,9.86662,9.074575,9.004165,9.99006,8.7549275,8.6575525,10.1135,8.43528,8.31094
CRLS1,12.88,14.5065,14.3403,12.2915,12.4509,12.44445,11.99725,11.4231,11.496525,11.703,10.3953,10.5486
TNPO1,9.92531,10.8905,10.2483,14.173705,14.5645,15.78715,16.2979025,16.4015,18.556575,18.4221,18.2385,21.326
SYNE3(2of2),12.6443,13.4718,12.8756,12.40195,12.8909,13.02885,12.280775,12.60045,13.105475,12.1596,12.31,13.1821
HSP90B1,308.339,301.152,277.464,236.268,274.348,239.34,200.2325,260.946,220.278,164.197,247.544,201.216
HBP1(1of3),19.4476,18.8309,22.8936,32.31635,30.231,35.81835,38.750725,35.93105,42.280725,45.1851,41.6311,48.7431
NT5DC3,9.691,9.14513,9.16271,9.122885,9.529245,9.118885,8.8388275,9.7213025,9.0969725,8.55477,9.91336,9.07506
ADAMTS15(2of2),0.927277,1.2333,0.879365,1.0929535,1.27714,0.909103,1.17579175,1.29906,0.923972,1.25863,1.32098,0.938841
